"D.R.M. Science College, Davangere, 577004 ",,
"D.S.B.G. Government First Grade College, Mudigere, 577132 ",,
"D.V.S. Arts & Science College, Sir. M.V. Road, Shimoga, 577201 Karnataka ",,
"Dandeli Education Society’s, Bangur Nagar Arts, Science & Commerce College, Dandeli, Uttar Kannada, 581325 Karnataka ",,
"Dayananda Sagar College of Engineering, Bangalore – 560078 ",,
"Don Bosco College of Sciences and Management, Bommanahalli, Bangalore, 560068 ",,
"Dr. P. G. A. S. Samiti (R ) Gadag Pandit Panchaxara Gavaigalavara Music College, Gadag – 582101 ",,
"Dr. Puttaraj Gavaigalavar Andar Shikshana Samiti's Pt. Panchaxara Gavaigalavar Arts College, Gadag – 582101  ",,
"Dr. S. Gopalaraju Government First Grade College, Anekal – 562106 ",,
"Father Muller College of Nursing, Kankanady, Mangalore, 575002,Karnataka ",,
"Father Muller College, Kankanady,Mangalore, Karnataka ",,
"Father Muller Homoeopathic MedicalCollege & Hospital, Deralakatte,Mangalore, 574160 Karnataka ",,
"Father Muller Medical College, Kankanady, Mangalore, Karnataka(First Cycle)",,
"Gangavathi Education Society's, Sri H.R. SriRamulu Memorial College, Gangavati, Dist. Koppal, 583227 Karnataka ",,
"Global College of Business Administration,Hubli – 580031 ",,
"Golden Valley Educational Trust, K.G.F. First Grade CollegeOorgaum, K.G.F Kolar 563120, Karnataka ",,
"Good News Welfare Society's Arts & Commerce First Grade College, Dharwad Dist, 581204 ",,
"Government Arts College, Chitradurga – 577501 ",,
"Government College for Women, Maddur, Mandya – 571428  ",,
"Government College, Sindhanur, Raichur – 584128 ",,
"Government First Grade Arts and Commerce College, Shiggaon, Bankapur, Haveri – 581202 ",,
"Government First Grade CollegeSulibele, Hosakote Tq Bangalore Rural Dist 562129, Karnataka ",,
"Government First Grade College,Belthangady Dakshina Kannada Dist 574214, Karnataka ",,
"Government First Grade College for Women, Davanagere, 577004 ",,
"Government First Grade College for Women, Hassan, 573201 ",,
"Government First Grade College For Women, Jamkhandi, Bagalkot – 587301 ",,
"Government First Grade College for Women, Mysore, 570018 ",,
"Government First Grade College,  Karkala Taluk,  Udupi Dist,  576112 Karnataka ",,
"Government First Grade College, Afzalpur, Kalaburagi, Gulbarga – 585301 ",,
"Government First Grade College,Ajjampura, Chikmagalur – 577547  ",,
"Government First Grade College,Arkalgud, Hassan – 573102  ",,
"Government First Grade College, Bailhongal, Belgaum – 591121 ",,
"Government First Grade College, Balagadi, Koppa, Chikamagalur – 577126  ",,
"Government First Grade College, Bangalore – 560040 ",,
"Government First Grade College, Bangalore Rural, Devanahalli – 562110  ",,
"Government First Grade College, Bangalore, 560102 ",,
"Government First Grade College, BapujiNagara, Shimoga – 577201 ",,
"Government First Grade College, Dakshina Kannada, 574219 ",,
"Government First Grade College,Davanagere, 577004  Karnataka ",,
"Government First Grade College, Dist. Belagavi, 591239 ",,
"Government First Grade College, Dist. Chickmagalur, 577548 ",,
"Government First Grade College, Dist. Tumkur, 572 201 ",,
"Government First Grade College, Harihara – 577601 ",,
"Government First Grade College, Hebbur, Tumkur – 572120 ",,
"Government First Grade College, Hirekerur, Haveri – 581111  ",,
"Government First Grade College, Mudigere, Chikmagalur – 577124 ",,
"Government First Grade College, Kaup, Udupi Dist, 574106 Karnataka ",,
"Government First Grade College, Koppal – 583231 ",,
"Government First Grade College,Channapatna Town, Ramanagara, 562160 Karnataka ",,
"Government First Grade College,Channarayapatna, Hassan – 573116 ",,
"Government First Grade College,Chikkaballapur Dist, 562105 ",,
"Government First Grade College, Chitradurga Dist, 577535 ",,
"Government First Grade College,Holenarasipura, Hassan  Dist, 573211 ",,
"Government First Grade College,Krishnarajapete, Mandya – 571426  ",,
"Government First Grade College,Kudugarhally, Sakleshpur, Hassan – 573134 ",,
"Government First Grade College, Madhugiri, Tumkur – 572132   ",,
"Government First Grade College, Mandya Dist, 571438 ",,
"Government First Grade College,Mangalore – 575001 ",,
"Government First Grade College, Mulbagal, Kolar Dist, Karnataka ",,
"Government First Grade College, Mundgod – 581349  ",,
"Government First Grade College, Mysore – 571101 ",,
"Government First Grade College, Mysore, 570023 ",,
"Government First Grade College, Navabagh, Bijapur – 586101 ",,
"Government First Grade College, Puttur Taluk, Dakshina Kannada Dist, 574241 Karnataka ",,
"Government First Grade College, Ramanagar Dist, 562120 ",,
"Government First Grade College, Ramanagara – 562159 ",,
"Government First Grade College, Sedam, Gulbarga – 585222 ",,
"Government First Grade College, Shahapur, Yadagir – 585223 ",,
"Government First Grade College, Shikaripura, Shimoga, 577427 Karnataka ",,
"Government First Grade College, Shimoga, 577227 ",,
"Government First Grade College,Shimoga, 577432 ",,
"Government First Grade College,Shiralakoppa, Shikaripura, Shimoga – 577428 ",,
"Government First Grade College, Sorab, Shimoga – 577429  ",,
"Government First Grade College, T.Narasipura, Mysore, 571124 Karnataka ",,
"Government First Grade College, Tumkur, 572130 ",,
"Government First Grade College,Turuvekere, Tumkur – 572227  ",,
"Government First Grade Degree College,Jewargi, Gulbarga – 585310 ",,
"Government Ramnarayan Chellaram Commerce and Management College, Bangalore – 560001 ",,
"Government Science College, Chitradurga – 577501 ",,
"Government Women's First Grade College, Jewargi Colony, Gulbarga – 585102 ",,
"H. K. E. Society's Shri Prabhu Arts, Science and J. M. Bohra Commerce College, Shorapur – 585224 ",,
"H. P. P. C. Government First Grade College, Challakere, Chitradurga – 572160 ",,
"Hasanamba College of Education, Hassan – 573201 ",,
"Hasanath College, Kalyan Nagar Post, Bangalore, 560043 Karnataka ",,
"HKBK Degree College, Bangalore,Karnataka ",,
"Hoysaleshwara College, Arasikere, Hassan – 573103 ",,
"Hyderabad Karnataka Education Society’s Seth Shankarlal Lahoti Law College, Gulbarga – 585102  ",,
"Hyderabad Karnataka Education Society's M. S. Irani Degree College of Arts, Science and Commerce, Gulbarga – 585102  ",,
"Hyderabad Karnataka Education Society's S. S. Margol College of Arts, Science and Commerce, Shahabad, Gulbarga – 585228  ",,
"Indian Academy Degree College, Bangalore – 560043  ",,
"Indo Asian Academy Degree College, Kalyan Nagar, Bangalore, Karnataka(First Cycle)",,
"J. E. Co-op. Society's Shri Kumareshwar Arts and Commerce College, Hangal, Haveri – 581104  ",,
"J. E. Society's Krishnarao Annarao Lokapur Arts, Science and Commerce College, Athani,  Belagavi – 591304 ",,
"J.S.S. College for Women Kollegal Chamarajanagar dist 571440, Karnataka ",,
"J.S.S. College of Arts, Commerce And Science Mysore, Karnataka ",,
"Jindal First Grade College for Women, Bangalore – 560073 ",,
"JSS College of Arts, Commerce & Science (Autonomous), Ooty Road, Mysore, 570025 Karnataka ",,
"K. L. E. Society's College of Education, Vidyanagar, Hubli – 580031  ",,
"K. L. E. Society's Jagadguru Gangadhar College of Commerce, Hubli – 580021 ",,
"K. L. E. Society's Raja Lakhamagouda Science Institute, Belgaum – 590001 ",,
"K.N.V.V. Sangha's Arts & Commerce College, Dist. Belagavi, 591115 ",,
"K.V.G. College of Engineering,Sullia, Dakshina Kannada Dist, 574327 ",,
"Kamala Nehru Memorial National Arts & Science Women's College, Shivmogga, 577201 ",,
"Kanaka Welfare Trust's Divekar College of Commerce, Karwar – 581301 ",,
"Karnataka Law Society’s Gogte College of Commerce,Belgaum, 590006 ",,
"Karnataka State Reddyjana Sangha RJS First Grade College, Koramangala Layout, Bangalore, 560034 ",,
"Khaja Education Society's Bi Bi Raza Degree College For Women Arts & Science, Gulbarga, 585104 ",,
"Kittur Rani Channamma Education Society's College of Education, Belagavi – 591102 ",,
"KLE Society's Institute of Dental Sciences,Bangalore – 560022 ",,
"KLS Institute of Management Education and Research, Belgaum – 590011 ",,
"Kodachadri Government First Grade College, Shimoga – 577418  ",,
"Krantiveer Sangolli Rayanna College of Education, Belagavi, 590010 ",,
"Kristu Jayanti College,Bangalore – 560077 ",,
"Krupanidhi College of Pharmacy, Bangalore, 560035 ",,
"Kukke Sri Subrahmanyeshwara College, Mangalore – 574238  ",,
"Kumadvathi College of Education,Shikaripura, Shivamogga – 577427 ",,
"Lal Bahadur Shastri Government First Grade College, R.T. Nagar, Bangalore, 560032 Karnataka ",,
"M. E. S. College of Arts, Commerce and Science,Bangalore – 560003 ",,
"M. L. Manjaiahsetty Narasimhasetty College of Education, Chikmagalur – 577102 ",,
"M.E.S. Teachers College, Bangalore, 560010 ",,
"M.N. Degree College, Kammagondanahalli, Bangalore, 560015 Karnataka ",,
"M.P. Birla Institute of Management, RaceCourse Road, Bangalore, 560001 Karnataka ",,
"M.S. Ramaiah College of Arts, Science And Commerce, Bangalore, 560054 ",,
"M.S. Ramaiah Institute of Technology(Autonomous), M.S. Ramaiah Nagar,Bangalore, 560054 Karnataka ",,
"Madhava Pai Memorial College, Vidyanagar, Manipal, Udupi – 576104  ",,
"Maharani Women’s Arts, Commerce & Management College, Bangalore, 560001 ",,
"Maharani’s Science College for Women,Bangalore, 560001 ",,
"Maharani's Arts College for Women, Mysore – 570005 (Third Cycle",,
"Maharani's Science College for Women,Mysore – 570002 ",,
"Makanur Malleshappa College of Education,Davangere – 577004 ",,
"Mallamma Marimallappa Women's Arts and Commerce College, Mysore – 570024 ",,
"Malleswaram Ladies' Association Academy of Higher Learning, Malleswaram, Bangalore, 560003 Karnataka ",,
"Malnad Development Foundation (R), Lal Bahadur Arts, Science and S.B. Solabanna Shetty Commerce College (Autonomous)NH-206, Tarapura Campus, Jog Road, Sagar Shivamogga 577401 Karnataka (Third Cycle Shivamogga 577401, Karnataka ",,
"Milagres College,Kallianpur, Udupi – 576114 ",,
"Moti Mahal College of Hotel Management, Mangalore – 575001 ",,
"Mysore Diocesan Educational Society (Regd.), St. Philomena's College (Autonomous),  Bannimantap, Mysore, 570015 Karnataka ",,
"Nagarjuna College of Engineering and Technology,Bangalore – 562164 ",,
"National and Rural Education Association (R) Acharya First Grade College for Women, Gauribidanur, Chikkaballapur – 561208  ",,
"Navodaya Dental College, Raichur, 584103 ",,
"Navodaya First Grade College, Tumkur – 572214  ",,
"New Horizon College of Engineering,Bangalore – 560103 ",,
"Nitte Education Trust's Dr. Nitte Shankara Adyanthaya Memorial First Grade College, Karkala – 574110 ",,
"Nitte Meenakshi Institute of Technology (Autonomous), Yelahanka, Bangalore, 560064 Karnataka ",,
"NMAM Institute of Technology(Autonomous), Nitte, Udupi Dist, 574110 Karnataka ",,
"P. E. S. College, Bangalore – 560050 ",,
"Padmashree Institute of Management and Sciences, Bangalore – 560060  ",,
"PES College of Pharmacy, Bangalore – 560050 ",,
"R. V. College of Engineering, Bangalore – 560059  ",,
"Rajajinagar College of Education, Rajajinagar, Bangalore – 560010 ",,
"Rajarajeswari Dental College & Hospital, Kumbalgodu, Bangalore, 560074 Karnataka ",,
"RajaRajeswari Medical College & Hospital, Kambipura, Mysore Road, Bangalore, 560074 ",,
"Rashtreeya Shikshana Samithi Trust N. M. K. R. V. College for Women, Jayanagar, Bangalore – 560011 ",,
"Rashtreeya Sikshana Samithi Trust, D.A. Pandu Memorial R.V. Dental College, Bangalore, 560078 ",,
"Rashtreeya Sikshana Samithi Trust, R.V. Institute of Management, Jayanagar, Bangalore, 560041 ",,
"Reva Institute of Science & Management No. 212, Kattigenahalli, Near BSF, Yelahanka Bangalore 560064, Karnataka ",,
"Rudragouda Patil Government First Grade College, Dist. Bagalkot, 587116 ",,
"S. J. M. Vidyapeetha (R), Chitradurga, Sri Jagadguru Murugharajendra  First Grade College of Arts and Commerce, Chikmagalur – 577228  ",,
"S. V. E. Trust's S. B. C. S. Arts and S. V. Commerce and Science College,Bidar – 585330  ",,
"S.B. Education Trust ®, Mandavya First Grade College, M.C. Road, Mandya, Karnataka ",,
"S.G.V.V.T's, Sri Gavisiddeshwar Arts, Science & Commerce Degree College, Koppal, 583231 Karnataka ",,
"S.J.M.V. Mahantha First Grade College of Arts & Commerce, Dharwad, 580009 ",,
"S.M.A. Trust's, Shivanand College, Kagwad, Dist. Belgaum, 591223   ",,
"S.S.Khuba Basaveshwar College of Arts And Science,Dist. Bidar, 585327 ",,
"S.V.E. Society's, Sri Channabasaveshwar College of Arts, Science & Commerce,Bhalki, Dist. Bidar, 585328  Karnataka ",,
"Sahyadri Science College (Autonomous), Shimoga, 577203 Karnataka ",,
"Sambhram College of Hotel Management, BEML Nagar, Kolar Gold Fields, 563115 ",,
"Sanjay Gandhi College of Education,Bangalore – 560032 ",,
"Sarada Vilas Teachers College, Mysore – 570004  ",,
"Sarosh Institute of Hotel Administration, Mangalore – 575007  ",,
"SECAB Association's, A.R.S. Inamdar Arts, Science & Commerce College for Women, Jalnagar, Bijapur, 586101 Karnataka ",,
"Seshadripuram Evening Degree CollegeSeshadripuram Bangalore 560020, Karnataka ",,
"Shankaragowda College of Education, Bannur Road, Mandya, 571401 Karnataka ",,
"Shantiniketan B.Ed. College,Bangalore,560076 ",,
"Sharanabasaveshwara College of Commerce,Gulbarga – 585103 ",,
"Shree Vrushabhendra Education Society's Arts & Commerce College, Belgaum Dist, 591220 ",,
"Shri Dharmasthala Manjunatheshwar College of Dental Sciences & Hospital, Dharwad, 580009 ",,
"Shri Dharmasthala Manjunatheshwara College (Autonomous),Dakshina Kannada, 574240 ",,
"Shri Jagadguru Renukacharya College of Science, Arts and Commerce, Bangalore – 560009 ",,
"Shri Jagadguru Renukacharya Grameen Vidyapeetha Shiggaon, Shri Rambhapuri Jagadguru Veeragangadhar Arts and Commerce College, Shiggaon – 581205  ",,
"Shri Kumareshwar College of Education,Haveri, Hangal – 581104 ",,
"Shri Vijay Mahantesh Vidya VardhakSangh's, S.R. Kanthi College of Education,Ilkal,Dist. Bagalkot, 587125 Karnataka  ",,
"Silicon City College, K.R. Puram, Bangalore, 560036  Karnataka ",,
"Sindhi College of Commerce, Kempapura, Bangalore, 560024 ",,
"Sitadevi Ratanchand Nahar Adarsh College, Bangalore – 560018  ",,
"SJM Vidyapeetha ®, Sri Jagadguru Murugharajendra Arts College For Women, Chitradurga, Karnataka ",,
"Smt. Bhagyalakshmamma Rattehalli Ramappa Mahajana First Grade College, Mysore,570012 ",,
"Smt. Giriyamma R. Kanthappa Shresti First Grade Women's College, Harihar – 577601 ",,
"Smt. Rukmini Shedthi Memorial National Government First Grade College, Dist. Udupi, 576210 ",,
"Soundarya Institute of Management &Science, Nagasandra Post, Bangalore,560073 Karnataka ",,
"South Konkan Education Society's Govindram Seksaria Science College, Belgaum – 590006 ",,
"Sree Siddaganga Education Society ®, Sree Siddaganga College of Arts, Science & Commerce For Women, B.H. Road, Tumkur,  Karnataka ",,
"Sri Adichunchanagiri College of Education,Hassan – 573116 ",,
"Sri Adichunchanagiri First Grade College,Channarayapatna, Hassan – 573116  ",,
"Sri Basaveshwara Government First GradeCollege, Mayakonda, Davanagere, 577534 Karnataka ",,
"Sri Bhagawan Mahaveer Jain College, Robertsonpet, K.G.F, Karnataka ",,
"Sri Channappaswamy Vidyapetha Sri Mruthunjaya Shivacharya First Grade College of Arts and Commerce, Davanagere – 577217  ",,
"Sri H. D. Devegowda Government First Grade College,Paduvalahippe, Hassan – 573211 ",,
"Sri Jagadguru Murusaviramatta Vidyavardhaka Sangha Arts and Commerce College for Women, Hubli – 580020 ",,
"Sri Jagadguru Panchacharya Vishwadharma Vidyapeetha (R), Srisaila Jagadguru Vageesha Panditaradhya College (Autonomous), Vageesha Nagar, Harihar, 577601 Karnataka ",,
"Sri Jagadguru Renukacharya Education Society S. J. R. College for Women, Bangalore – 560010 ",,
"Sri Kolli Nageshwara Rao Gangaiah Government First Grade College, Dist. Koppal, 583227 ",,
"Sri Kongadiyappa College, Bangalore – 561203  ",,
"Sri Krishna Degree College, Bangalore, 560085 ",,
"Sri Kuvempu First Grade College, Ramanagara Dist, 571502 ",,
"Sri Manjunathaswamy First Grade College, Davangere, 577004 ",,
"Sri Sai College for Women, Rajajinagar, Bangalore, 560010 Karnataka ",,
"Sri Siddhartha First Grade College, Tumkur, 572105 ",,
"Sri. D. Devaraja Urs Government First Grade College, Hunsur, Mysore, 571105 Karnataka ",,
"Sri. Sri. Shivalingeshwaraswamy Government First Grade College, Davanagere, 577213 ",,
"Srinivas Institute of Management StudiesCorp.Off: Hotel Srinivas Building, Ganapathi High School Road Mangalore 575001 , Karnataka ",,
"Srisaila College of Education, Vageesha Nagar, Harihar – 577601 ",,
"St. Aloysius College (Autonomous), Mangalore, 575003 ",,
"St. Ann’s College of Education (Autonomous), Mangalore, 575001 Karnataka ",,
"St. Anne's Degree College for Women, Bangalore – 560008 ",,
"St. Anne's First Grade College for Women, Miller Road, Bangalore, 560052 Karnataka ",,
"St. Claret College, Jalahalli, Bangalore, 560013, Karnataka (First Cycle",,
"St. Francis De Sales College, Bangalore, 560100 ",,
"St. Joseph's College of Commerce (Autonomous), Bangalore, Karnataka   ",,
"St. Mary's College, Udupi – 574116 ",,
"St. Philomena College, Puttur – 574202 ",,
"Subramanya Education Society ,East West College of Management,Vishwaneedam Post, Bangalore, 560091 Karnataka ",,
"Surana College, South End Road, Bangalore, 560004 ",,
"T. John Institute of Management and Science,Bangalore – 560083 ",,
"T. S. P. Mandal's C. M. Managuli Arts and Science College, Bijapur – 586128  ",,
"Tagore Memorial Education Association's Sita Subbaraju Memorial College, Raichur – 584101  ",,
"Teresian College, Mysore – 570011 ",,
"The Academy of General Education Manipal Sri Bhuvanendra College, Udupi – 574104 ",,
"The Institute of Education Trust Basudev Somani College, Mysore, 570023 ",,
"The National College, Bagepalli,Chikkaballapur – 561207  ",,
"The Oxford College of Engineering,Bommanahalli, Hosur Road, Bangalore, 560068  Karnataka ",,
"The Oxford College of NursingNo. 6/9, 1st Cross, Begur Road, Hongasandra Bangalore 560068, Karnataka ",,
"TMAES College of Education, Gangavathi, Koppal – 583227 ",,
"United Mission Degree College, Near City Corporation, Bangalore, 560027 ",,
"V.V.N. Degree College, Bangalore, 560004 ",,
"Valaballary Channabasaveshwar Education Society's Arts and Commerce College, Dist. Raichur, 584122 ",,
"Vani Sakkare Government First Grade College,  Hiriyur,  Chitradurga Dist,  577599 Karnataka ",,
"Vasavi Educational Trust, V.E.T. First Grade College, J.P. Nagar, Bangalore, 560078  ",,
"Veerashaiva College, Bellary – 583104 ",,
"Wayanamac Education Trust's, Don Bosco Institute of Bio-Sciences & Management Studies, Kumbalagodu, Bangalore, 560074  Karnataka ",,
"Y.D.D. Government First Grade College, Belur,  Hassan Dist,  573115 Karnataka ",,
"Yuvaraja's College, Mysore – 570005 ",,
"A. C. S. College of Engineering, Bengaluru – 560074 ",,
"A. D. B. First Grade College, Harapanahalli, Davanagere – 583131 
(Third Cycle)
",,
"A. R. G. College of Arts and Commerce, Davanagere – 577004  

",,
"A. V. Kamalamma College for Women, Davangere – 577002  ",,
"Acharya and B. M. Reddy College of Pharmacy, Soldevanahalli, Hesaraghatta, Bengaluru – 560090 ",,
"Acharya Institute of Graduate Studies, Soldavenahalli, Chikkabanavara, Bengaluru – 560090 
(Second Cycle)
",,
"Acharya Institute of Technology, Soldevanahalli, Bengaluru – 560107 
(First Cycle)
",,
"Acharya's Bangalore B-School (ABBS), Bengaluru – 560091 ",,
"Adi Dravida Vidya Samsthe (R) A. D. V. S. First Grade College, Davanagere – 577224 ",,
"Adichunchanagiri Institute of Technology, Jyothinagar, Chikmagalur – 577102 
(First Cycle)
",,
"Al-Ameen College of Law, Bangalore – 560027 ",,
"Al-Ameen Institute of Management Studies, Bengaluru – 560027 ",,
"AMC  Engineering College, Bengaluru – 560083 ",,
"Anjuman-e-Islam’s Nehru Arts, Science and Commerce College, Ghantikeri, Hubli – 580020 ",,
"Anjuman-e-Islam's Anjuman Arts, Science and Commerce College, Vijayapura – 586101 ",,
"Army Institute of Fashion and Design, Bangalore – 560077 ",,
"Atria Institute of Technology, Anand Nagar, Bengaluru – 560024 ",,
"B. L. D. E. Association’s New Arts College, Bijapur – 586130 ",,
"B. L. D. E. Association's A. S. Patil College of Commerce, Vijayapura – 586103
(Third Cycle)
",,
"B. L. D. E. Association's Commerce, B. H. S. Arts and T. G. P. Science College, Bagalkot – 587302 ",,
"B. L. D. E. Association's Smt. Bangaramma Sajjan Arts and Commerce College for Women, Vijayapura – 586101 ",,
"B. M. S. Institute of Technology and Management, Yelahanka, Bengaluru – 560064 ",,
"B. V. Bhoomaraddi College of Arts, Science and Commerce, Bidar – 585403 ",,
"B. V. V. S. Akkamahadevi Women's Arts, Science and Commerce College, Bagalkot – 587101 ",,
"B. V. V. Sangha’s Basaveshwar Commerce College, Bagalkot – 587101  

",,
"B. V. V. Sangha's S. R. Kanthi Arts, Commerce and Science College, Mudhol, Bagalkot – 587313 
(Third Cycle)
",,
"Baldwin Women’s Methodist College, Bangalore – 560025 ",,
"Bapuji Dental College and Hospital, Davanagere – 577004  

",,
"Bapuji Educational Association M. S. B. Arts and Commerce College, Davangere – 577002 ",,
"Bapuji First Grade College, Challakere, Chitradurga – 577522 ",,
"Basaveshwara College of Commerce, Arts and Science, Rajajinagar, Bengaluru – 560010 ",,
"Besant Women’s College, Kodialbail, Mangalore – 575003 ",,
"BET Sadathunnisa College, Bismillahnagar, Bengaluru – 560029 ",,
"BGS Institute of Management Studies, Chikkaballapur – 562101 ",,
"Bhandarkars’ Arts and Science College, Vaderhobli, Kundapura, Udupi – 576201 ",,
"Bharathi Education Trust (R) Bharathi College, Bharathinagara, Maddur – 571422  

",,
"Bharatiya Samskriti Vidyapith Arts and Commerce College for Women, Bangalore – 560040 ",,
"Bheemanna Khandre Institute of Technology, Bhalki, Bidar – 585328 ",,
"BNM Institute of Technology, BSK 2nd Stage, Bengaluru – 560070 
(First Cycle
",,
"Byadgi Education Society's Merchants’ Arts and Commerce College, Byadgi – 581106 ",,
"C. B. Bhandari Jain College, Shankarapuram, Bengaluru – 560004 ",,
"C. B. R. National College of Law, Shimoga – 577201 ",,
"C. S. Tubachi Education Society's Shri Shivabasavaswamiji Naganur Arts and Commerce College, Hukkeri, Belgaum – 591309  ",,
"Cambridge Institute of Technology, K. R. Puram, Bengaluru – 560036 ",,
"Cauvery College, Gonikoppal, Kodagu – 571213 ",,
"Cauvery College, Virajpet, Kodagu – 571218 ",,
"Channabasaveshwara Institute of Technology, Gubbi, Tumkur – 572216 
(First Cycle)
",,
"CMR Institute of Technology, Bengaluru – 560037 ",,
"College of Fine Arts, Karnataka Chitrakala Parishat, Bengaluru – 560001 ",,
"Crossland College, Udupi – 576213
(Third Cycle)
",,
"CTE's Smt. A. A. Patil College of Arts and Commerce for Women, Chikodi, Belagavi – 591201 ",,
"D. Banumaiah’s College of Commerce and Arts, Mysore – 570002 ",,
"Dakshin Maharashtra Shikshan Mandal's Bhaurao Kakatkar College (Arts, Science and Commerce), Belgaum – 590001 ",,
"District Madakarinayaka Association (R), Chitradurga Maharaja Madakarinayaka First Grade College for Arts and Commerce, 
Chitradurga – 577501 
(Third Cycle)
",,
"Dr. A. V. Baliga College of Arts and Science, Kumta, Uttar Kannada – 581362 ",,
"Dr. Ambedkar Institute of Technology, Malathahalli, Bengaluru – 560056 ",,
"Dr. S. R. Chandrasekhar Institute of Speech and Hearing, Kariyanapalya, Bengaluru – 560084 
 
",,
"East West Institute of Technology, Bengaluru – 560091 ",,
"G. V. P. P. Government First Grade College, Hagaribommanahalli, Bellary – 583212 
(Second Cycle)
",,
"G.E.C.'s G. S. Patil Arts and Commerce College, Kundgol, Hubli – 581113
(First Cycle)
",,
"Garden City College of Science and Management Studies, Bangalore – 560049 ",,
"Global Academy of Technology, Rajarajeshwari Nagar, Bengaluru – 560098 
(First Cycle)
",,
"GM Institute of Technology, Davangere – 577006 
(First Cycle)
",,
"Godutai Doddappa Appa Arts and Commerce College for Women, Gulbarga – 585103 ",,
"Gokhale Centenary College, Ankola, Uttar Kannada – 581314 ",,
"Government Arts and Science College, Kajubag, Uttara Kannada, Karwar – 581301 ",,
"Government Arts College, Bangalore – 560001 ",,
"Government College for Women, Chintamani, Chickaballapur – 563125 
(Third Cycle)
",,
"Government College for Women, M. C. Road, Mandya – 571401 ",,
"Government College, M. C. Road, Mandya – 571401 ",,
"Government Degree College, Yadgir – 585202 
(Second Cycle)
",,
"Government First  Grade College, Yelahanka, Bengaluru – 560064 ",,
"Government First Grade College for Women, Holenarsipura, Hassan – 573201 ",,
"Government First Grade College For Women, K. R. Nagar, Mysore – 571602 ",,
"Government First Grade College for Women, Magadi Road, Rayaradoddi, Ramanagara, Bengaluru – 562159 ",,
"Government First Grade College of Arts, Science and Commerce, Sirsa, Tumkur – 572137
(Second Cycle)
",,
"Government First Grade College, Alnavar, Dharwad – 581103 ",,
"Government First Grade College, APMC Yard, Sandur, Ballary – 583119 ",,
"Government First Grade College, Arasikere, Banavara, Hassan – 573112 ",,
"Government First Grade College, Bada Road, Santebennur Channagiri, Davanagere – 577552 ",,
"Government First Grade College, Bangaruthirupathi, Hulkur Post, via Bethamangala, Bagarpet, Kolar – 563116  ",,
"Government First Grade College, Bettampady, Dakshina Kannada, Puttur – 574259 
(Third Cycle)
",,
"Government First Grade College, Bilikere Hobli, Hunsur, Mysore – 571103
(First Cycle)
",,
"Government First Grade College, Chikkanayakanahalli, Tumkur – 572214 
(First Cycle)
",,
"Government First Grade College, Dakshina Kannada, Sullia – 574239 ",,
"Government First Grade College, Gandasi, Lalanakere, Arasikere, Hassan – 573164 ",,
"Government First Grade College, Gandhinagar, Kushtagi, Koppal – 583277 

",,
"Government First Grade College, Gandhipur, Guttal Road, Haveri – 581110 ",,
"Government First Grade College, Gudgeri, Kundagol, Dharwad – 581107 ",,
"Government First Grade College, Gundlupet, Chamarajanagar – 571111 ",,
"Government First Grade College, Halebeedu, Cheelanayakana Halli, Belur, Hassan – 573121 ",,
"Government First Grade College, Haleyangady, Dakshina Kannada, Mangalore – 574146 ",,
"Government First Grade College, Hangal, Haveri – 581104 ",,
"Government First Grade College, Harihar, Harapanahalli, Davangere – 583131
(First Cycle)
",,
"Government First Grade College, Haunsbhavi Road, Byadgi, Haveri – 581106 ",,
"Government First Grade College, Heggadadevanakote, Mysore – 571114 ",,
"Government First Grade College, Hirebidanur Post, Gouribidanur, Chikkaballapur – 561208 ",,
"Government First Grade College, Hiriadka, Udupi – 576113 ",,
"Government First Grade College, Holalkere, Chitradurga – 577526
(First Cycle)
",,
"Government First Grade College, Honnali, Davangere – 577217
(First Cycle)
",,
"Government First Grade College, Hosahalli Gate, Jajur, Arsikere, Hassan – 573103 ",,
"Government First Grade College, Hosapete Road, Kampli – 583132 ",,
"Government First Grade College, Hoskote, Bangalore Rural – 562114 ",,
"Government First Grade College, Hulsoor, Basavakalyan, Bidar – 585416 ",,
"Government First Grade College, Humanabad Road, Chitguppa, Bidar – 585412 ",,
"Government First Grade College, Hunashikatti Road, Ranebennur, Haveri – 581115 ",,
"Government First Grade College, Hunnur, Jamkhandi, Bagalkot – 587119 
 
",,
"Government First Grade College, Jnanadhara Campus, Kumareshwar Nagar, Dharwad – 580008 ",,
"Government First Grade College, Jog Road, Siddapur, Uttara Kannada – 581355 ",,
"Government First Grade College, Kalidas Nagar, Kundgol, Dharwad – 581113 ",,
"Government First Grade College, Kethaganahalli Road, Bidadi, Ramanagaram – 562109 ",,
"Government First Grade College, Khanapur, Belagavi – 591302
(First Cycle)
",,
"Government First Grade College, Kittur, Bailhongal, Belgaum – 591115
(First Cycle)
",,
"Government First Grade College, Koppa, Maddur, Mandya – 571425  ",,
"Government First Grade College, Kuderu, Chamarajanagar – 571316  ",,
"Government First Grade College, Mandya – 571432 ",,
"Government First Grade College, Mangasuli Road, Indira Nagar, Ainapur, Athani, Belgaum – 591303 ",,
"Government First Grade College, Manki Hobali, Honnavara, Uttara Kannada – 581348  ",,
"Government First Grade College, Mariyammanahalli, Hospet, Bellary – 583222 ",,
"Government First Grade College, Mudhol, Bagalkot – 587313 ",,
