"Sindhudurg Education Society’s V. Y. S. B.Ed. College, Tondavali, Kankavali, Sindhudurg – 416601 ",,
"Sinhgad Dental College and Hospital, Pune – 411041  ",,
"Sinhgad Institute of Technology, Lonavala – 410401 ",,
"Sinhgad Technical Education Society’s Sinhgad Academy of Engineering, Kondhwa, Pune – 411048 ",,
"Sinhgad Technical Education Society's Sinhgad College of Engineering, Vadgaon, Pune – 411041   ",,
"Sinhgad Technical Education Society's Sinhgad Institute of Technology and Science, Pune – 411041 (First Cycle",,
"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering, Pune – 411041 ",,
"Smt. Kashibai Navale College of Physiotherapy, Narhe, Pune – 411041 ",,
"Smt. Mithibai Motiram Kundnani College of Commerce and Economics, Bandra (West), Mumbai – 400050 ",,
"Social and Cultural Association's Smt. Narmadabai Nago Chaudhari Arts, Commerce and Science College, Dhule – 424302 ",,
"Sri Basaveshwar Education Society Sant Gadge Maharaj Mahavidyalaya, Nagpur – 441110 ",,
"St. Andrew's College of Arts, Science and Commerce, Mumbai – 400050 ",,
"St. Mira’s College for Girls, Pune – 411001 ",,
"Stree Shikshan Prasarak Mandal’s Mahila Mahavidyalaya, Nagpur – 440009 
(Third Cycle)
",,
"SVKM’s Usha Pravin Gandhi College of Management, Vile Parle West, Mumbai – 400056   ",,
"Swayam Siddhi Mitra Sanghs College of Management and Research, Temghar, Bhiwandi, Thane – 421302 ",,
"Swayam Siddhi Mitra Sangh's Degree College, Bhiwandi, Thane – 421302  ",,
"Swayamsiddhi Mitra Sangh’s College of Education, Bhiwandi, Thane – 421302 ",,
"Swoddharak Vidyarthi Sanstha's Arts and Science College, Dhule – 425408 
(Second Cycle)
",,
"Symbiosis College of Arts and Commerce, Pune – 411004  ",,
"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar, Kolhapur – 416113 ",,
"Thakur Educational Trust (Regd.) Thakur College of Science and Commerce, Kandivali East – 400101 ",,
"The Berar General Education Society's Radhakisan Laxminarayan Toshniwal College of Science, Akola – 444001  ",,
"The Kelkar Education Trust's Vinayak Ganesh Vaze College of Arts, Science and Commerce, Mulund (E), Mumbai – 400081 ",,
"The S. I. A. College of Higher Education, Dombivli – 421203 ",,
"Tolani Education Society, Mumbai, Tolani College of Commerce, Mumbai – 400093 (Third Cycle",,
"Tribal Education Society’s Arts, Commerce and Science Mahila Mahavidyalaya, Nandurbar – 425412 ",,
"Tuljaram Chaturchand College of Arts, Science and Commerce, Baramati, Pune – 413102 ",,
"Tulsi Bahuudeshiya Shikshan Sanstha, Tumsar's Arts and Commerce Degree College, Bhandara, Nagpur – 441906 ",,
"Tulsiramji Gaikwad-Patil College of Engineering and Technology, Nagpur – 441108 ",,
"Vai Dhunda Maharaj Deglurkar Mahavidyalaya, Degloor, Nanded – 431717 (First Cycle",,
"Vasundhara College, Ghatnandur, Ambajogai, Beed – 431519 ",,
"Vidya Prasarak Mandal's Arts, Commerce and Science College, Kinhavali, Shahapur, Kalyan, Thane – 421403 ",,
"Vidya Pratishthan’s Vasantrao Pawar Law College, Vidyanagari, Baramati – 413133 ",,
"Vidya Vikas Mandal's Yashawantrao Chavan Mahavidyalaya, Karmala, Solapur – 413203   ",,
"Vidyabharti College, Seloo, Wardha – 442104  ",,
"Vidyavardhini's Annasaheb Vartak College of Arts, Kedarnath Malhotra College of Commerce and E. S. Andrades College of Science, Palghar – 401202 ",,
"Vishwakarma College of Arts, Commerce and Science, Kondhwa Budruk, Pune – 411048 ",,
"VPM's K. G. Joshi College of Arts and N. G. Bedekar College of Commerce, Thane – 400601 ",,
"Women's Education Society's Lady Amritbai Daga College for Women of Arts, Commerce and Science and Smt. Ratnidevi Purohit College of Home Science and Home Science Technology, Nagpur – 440010 ",,
"Yashavantrao Chavan Institute of Science, Satara – 415001 (Third Cycle",,
"Yashoda Girls' Arts and Commerce College, Sneh Nagar, Nagpur – 440015 ",,
"Yashwantrao Chavan School of Social Work, Satara – 415002 ",,
"Yashwantrao Chavan Warana Mahavidyalaya, Warananagar, Panhala, Kolhapur – 416113  ",,
"Yeshwantrao Chavan College of Engineering, Nagpur – 441110
 
",,
"Yugantar Education Society's Tirpude College of Social Work, Civil Lines, Sadar, Nagpur – 440001 ",,
"Dr. Babasaheb Ambedkar Mahavidyalaya, Kavha Naka, Latur – 413512 
(First Cycle)
",,
"Chhatrapati Shivaji Mahavidyalaya, Kalamb, Osmanabad – 413507 
(First Cycle)
",,
"Veerbhadra Education Society’s Mahatma Jyotiba Phule Mahavidyalaya, Mukhed, Nanded – 431715 
(Second Cycle)
",,
"Lokmanya Tilak Mahavidyalaya, Wadwani, Manjlegaon, Beed – 431122 
(First Cycle)
",,
"Rashtrapita Mahatma Gandhi Arts and Science College, Nagbhid, Chandrapur – 441205 
(First Cycle)
",,
"Dnyandeep College (Science and Commerce), Morvande-Boraj, Khed, Ratnagiri – 415709 
(First Cycle)
",,
"Shri Sant Gadge Maharaj Mahavidyalaya, Loha, Nanded – 431708 
(First Cycle)
",,
"Indira Institute of Pharmacy, Sadavali, Sangameshwar, Ratnagiri – 415804 
(First Cycle)
",,
"J. T. Mahajan College of Engineering, Faizpur, Yawal, Jalgaon – 425524 
(First Cycle)
",,
"Kamaladevi College of Arts and Commerce, Vitthalwadi, Kalyan East – 421305 
(First Cycle)
",,
"Vidarbha Institute of Technology, Bhiwapur, Nagpur – 441209 
(First Cycle)
",,
"Sharadchandra Arts, Commerce and Science College, Naigaon, Nanded – 431709 
(Second Cycle)
",,
"Athawale College of Social Work, 
Bhandara – 441904
(Third Cycle)
",,
"Shushikshan Prasarak Mandal, Pinjar Bhausaheb Lahane Dnyanprakash Arts College, Barshitakli, Pinjar, Akola – 444407 
(Third Cycle)
",,
"Sarvodaya Mahavidyalaya, Sindewahi, Chandrapur – 441222 
(First Cycle)
",,
"B. S. P. Sanstha's Swa Sawarkar Mahavidyalaya, Beed – 431122 
 
",,
"Satpuda Shikshan Prasarak Mandal's Vasantrao Naik Arts, Science and Commerce College, Shahada, Nandurbar – 425409 
(Second Cycle)
",,
"Karmayogi Tulshiram Pawar Mahavidyalaya, Hadolti, Ahmedpur, Latur – 413515 
(First Cycle)
",,
"Dr. Sau. Kamaltai Gawai Institute of Engineering and Technology, Darapur, Daryapur,
 Amravati – 444814 
(First Cycle)
",,
"Late Vasantrao Kolhatkar Arts College, Rohana, Arvi, Wardha – 442302 
(First Cycle)
",,
"PSGVP Mandal's D. N. Patel College of Engineering, Shahada, Nandurbar – 425409 
(First Cycle)
",,
"Maratha Vidya Prasarak Samaj’s Arts and Commerce College, Taharabad, Baglan,
 Nashik – 423302 
(First Cycle)
",,
"Shivnagar Vidya Prasarak Mandal’s College of Engineering, Malegaon, Baramati, 
Pune – 413115 
(First Cycle)
",,
"Belapur Education Society’s Arts and Commerce College, Belapur, Shrirampur, 
Ahmednagar – 413715
(First Cycle)
",,
"Varvand Gram Shikshan Sanstha’s Eknath Sitaram Divekar Arts, Science and Commerce College, Varvand, Daund, Pune – 412215 
(Second Cycle)
",,
"Adarsh Institute of Technology and Research Centre, Khanapur, Vita, Sangli – 415311 
(First Cycle)
",,
"Saraswati Mandir Sanstha's Saraswati Mandir Night College of Commerce and Arts, Pune – 411002 
(Second Cycle)
",,
"Women's College of Arts and Commerce, Nagpur – 440009 
(Second Cycle
",,
"Dattakala Group of Institutions, Swami Chincholi, Daund, Pune – 413130
(First Cycle)
",,
"Shri Narayanrao Babasaheb Education Society's Shri Venkatesh Mahavidyalaya, Ichalkaranji, Kolhapur – 416115 
(Third Cycle)
",,
"Pillai HOC College of Arts, Science and Commerce, Rasayani, Khalapur, Raigad, 
Panvel – 410207 
(First Cycle)
",,
"Late Babasaheb Varhade Education Society, Amravati's Mahatma Jyotiba Fule Arts, Commerce and Science College, Bhatkuli, Amravati – 444601
(Second Cycle)
",,
"Fule-Ambedkar College of Social Work, Gadchiroli – 442605 
(First Cycle)
",,
"Late Pushpadevi Patil Arts and Science College, Risod, Washim – 444506 
(First Cycle)
",,
"St. John Institute of Pharmacy and Research, Palghar – 401404 
(First Cycle)
",,
"Shri Jagadamba Vinkar Shikshan Sanstha's Jagadamba Mahavidyalaya, Mehrabpura, Achalpur, Amravati – 444806 
(Second Cycle)
",,
"Jai Bhagwan Sevabhavi Sanstha's Late Shankarrao Gutte Gramin Arts, Commerce and Science College, Dharmapuri, Parli,
 Beed – 431515 
(First Cycle)
",,
"Tapaswi Public Charitable Trust, Yeoti’s Venkatesh Mahajan Senior College, Osmanabad – 413501 
(Second Cycle)
",,
"Shri Tulshiramji Jadhao Arts and Science College, Lakhala, Washim – 444505 ",,
"Sharadrao Pawar Arts and Commerce College, Gadchandur – 442908 
(First Cycle)
",,
"Shree Ramchandra College of Engineering, Wagholi, Pune – 412216 
(First Cycle)
",,
"Adv. Ramkrishnaji Rathi Law College,
 Washim – 444505 
(First Cycle)
",,
"DES Shri Navalmal Firodia Law College, Pune – 411004 
(First Cycle)
",,
"Rajarshee Shahu Science College, 
Amravati – 444904
(First Cycle)
",,
"Manjara Charitable Trust’s Smt. Sushiladevi Deshmukh Mahila Mahavidyalaya, Latur – 413531
(Second Cycle)
",,
"Arts, Commerce College, Yeoda, Daryapur, Amravati – 444706 
(First Cycle)
",,
"Chandrabhan Sharma College of Arts, Science and Commerce, Powai, Mumbai – 400076 
(First Cycle)
",,
"Kalyani Charitable Trusts Ravindra Gambhirrao Sapkal College of Pharmacy, Nashik – 422213 
(First Cycle)
",,
"Shri Gopinath Mahadeo Vedak Pratishthan’s G. M. Vedak College of Science, Nandadeep, Tala, Raigad – 402111 
(First Cycle)
",,
"Hutatma Rashtriya College of Arts and Science, Ashti, Wardha – 442202 
(Second Cycle)
",,
"V. P. S. P. M. S. Arts, Commerce and Science College, Kannad, Aurangabad – 431103 
(First Cycle)
",,
"G. B. Tatha Tatyasaheb Khare Commerce, Parvatibai Gurupad Dhere Arts and Shri Mahesh Janardhan Bhosale Science College, Guhagar, 
Ratnagiri – 415703 
(Third Cycle)
",,
"Pune District Education Association’s College of Engineering, Manjari (Bk), Pune – 412307 
(First Cycle)
",,
"The Bhusawal People's Charitable Sanstha's Dadasaheb Devidas Namdeo Bhole College, Bhusawal, Jalgaon – 425201 
(Second Cycle)
",,
"Arts and Science College, Shivajinagar, Gadhi, Georai, Beed – 431143 
(First Cycle)
",,
"Datta Meghe College of Engineering, Sector 3, Airoli, Navi Mumbai – 400708 
(First Cycle)
",,
"Dr. Babasaheb Ambedkar College of Engineering and Research, Wanadongari, Nagpur – 441110 
(First Cycle)
",,
"Amdar Shasikant Shinde Mahavidyalaya, Medha, Jawali, Satara – 415012 
(Second Cycle)
",,
"Vivekanand Dnyanpeeth (Covent) Warora's Vivekanand Mahavidyalaya, Bhadrawati, Chandrapur – 442902 
(Third Cycle)
",,
"Shanti Education Society's A. G. Patil Institute of Technology, Solapur – 413008 
(First Cycle)
",,
"Maratha Vidya Prasarak Samaj, Nashik Arts, Science and Commerce College, Niphad, Saikheda, Nashik – 422210 
(Second Cycle)
",,
"The Berar General Education Society, Akola's Kisanlal Nathmal Arts and Commerce College, Karanja Lad, Washim – 444105 
(Third Cycle)
",,
"Baliram Patil Arts, Commerce and Science College, Kinwat, Nanded – 431804 
(Second Cycle)
",,
"Savithribai Phule Shikshan Prasarak Mandal’s Loknete Gopinathji Munde Arts, Commerce and Science College, Madangad, Ratnagiri – 415203 
(Third Cycle)
",,
"Shri Shankarrao Bezalwar Arts and Commerce College, Gadchiroli, Chandrapur – 442705 
(Second Cycle)
",,
"ATSS College of Business Studies and Computer Applications, Chinchwad, Pune – 411019
(First Cycle)
",,
"Shurparaka Educational and Medical Trust’s M. B. Harris College of Arts and A. E. Kalsekar College  of Commerce and Management, Nallasopara, Vasai, Palghar – 401203 
(First Cycle)
",,
"Loknete Ma, Hanmantrao Patil Charitable Trust’s Adarsh College, Vita, Sangli – 415311 
 
",,
"Shri Shivaji Mofat Education Society’s Shri Shivaji College of Arts, Commerce and Science, Kandhar, Waghala, Nanded – 431714 
(Second Cycle)
",,
"Jayawantrao Sawant College of Engineering, Hadapsar, Pune – 411028 
(First Cycle)
",,
"Mahatma Gandhi Vidyamandir's Arts and Commerce College, Yevla, Nashik – 423401 
(Second Cycle)
",,
"Vidarbha Youth Welfare Society's College of Social Work, Badnera, Amravati – 444602 
(Second Cycle)
",,
"Sahakar Maharshi Shankarrao Mohite-Patil Pratishthan Shankarnagar, Akluj Sanchalit, Vijaysinh Mohite-Patil Mahavidyalaya, Malshiras, Natepute, Solapur – 413109 
(Third Cycle)
",,
"Vidarbha Youth Welfare Society, Amravati's Indirabai Meghe Mahila Mahavidyalaya, Amravati – 444602 
(Second Cycle)
",,
"Sahyadri Valley College of Engineering, Junnar, Pune – 412411 
(First Cycle)
",,
"Shri Dnyaneshwar Maskuji Burungale Science College, Shegaon – 444203 
(First Cycle)
",,
"G. S. Mandal's Marathwada Institute of Technology, Aurangabad – 431010 
(First Cycle)
",,
"S. N. D. T. College of Arts and S. C. B. College of Commerce and Science for Women, New Marine Lines, Mumbai – 400020 
(First Cycle)
",,
"Konkan Education Society's Anandibai Pradhan Science College, Roha, Nagothane, Raigad – 402106 
(Third Cycle)
",,
"Shri Swami Vivekanand Shikshan Sanstha's Kakasaheb Chavan Mahavidyalaya, Talmavale, Patan, Satara – 415103 
(Third Cycle)
",,
"Swargiya Dadasaheb Kalmegh Smruti Dental College and Hospital, Hingna, Nagpur – 441110 
(First Cycle)
",,
"Society for Computer Technology and Research (R) Pune Institute of Computer Technology, Dhankawadi, Pune – 411043
(Third Cycle)
",,
"Nandurbar Taluka Vidhyak Samiti's College of Law, Institute of Legal Education and Research, Nandurbar – 425412 
(Second Cycle)
",,
"People's Education Society's Dr. Babasaheb Ambedkar College of Arts, Science and Commerce, Mahad, Raigad – 402301
(Second Cycle)
",,
"Hanuman Vyayam Prasarak Mandal’s College of  Engineering and Technology, Hanuman Vyayam Nagar, Amravati – 444605 
(First Cycle)
",,
"Dr. Ambedkar College of Arts, Commerce and Science, Deekshabhoomi, Civil Lines, Chandrapur – 442401 
(Second Cycle)
",,
"Navgan Shikshan Sanstha Rajuri's Padmabhushan Vasantdada Patil College, Patoda, Beed – 414204 
(Third Cycle)
",,
"Padmashall Shikshan Sanstha's A. R. Burla Mahila Varishtha Mahavidyalaya, Solapur – 413005 
(Third Cycle)
",,
"Vasantrao Naik Shikshan Prasarak Mandal's Vasantrao Naik Mahavidyalaya, Aurangabad – 431003 
(Third Cycle)
",,
"MET’s Institute of Engineering, Adgaon, Nashik – 422003
 
",,
"Gokhale Education Society's Arts, Commerce and Science College, Jawhar, Palghar – 401603 
(Third Cycle)
",,
"Rayat Shikshan Sanstha's Yashwantrao Chavan Mahavidyalaya, Pachwad, Wai, Satara – 415513 
(Third Cycle)
",,
"Shree Chanakya Education Society's Indira College of Pharmacy, Tathawade,
 Pune – 411033 
(First Cycle)
",,
"Vidarbha Youth Welfare Society, Amravati's Bar. Ramrao Deshmukh Arts, Smt. Indiraji Kapadiya Commerce and Nya. Krushnarao Deshmukh Science College, Badnera, Amravati – 444701 
(Second Cycle)
",,
"Marathwada Shikshan Prasarak Mandal's Yeshwantrao Chavan Arts, Commerce and Science College, Ambajogai, Beed – 431517 
(Third Cycle)
",,
"Maharogi Sewa Samiti, Warora's Anand Niketan College of Science, Arts and Commerce, Anandwan, Warora, Chandrapur – 442914 
(Second Cycle)
",,
"M. S. Kakade College, Someshwarnagar, Baramati, Pune – 412306
 
",,
"Rayat Shikshan Sanstha's Savitribai Phule Mahila Mahavidyalaya, Satara – 415001 
(Third Cycle)
",,
"Yeshwant Rural Education Society's Yeshwant Mahavidyalaya, Wardha – 442001 
(Third Cycle)
",,
"KJ’s Educational Institutes Trinity College of Engineering and Research, Pune – 411048 
(First Cycle)
",,
"Venutai Chavan Pratisthan’s Arts and Commerce Mahila Mahavidyalaya (Senior College), Ambajogai, Beed – 431517 
(Second Cycle)
",,
"Deogiri Institute of Engineering and Management Studies, Aurangabad – 431005 ",,
"NBN Sinhgad Technical Institutes Campus, Ambegaon, Pune – 411041 
(First Cycle)
",,
"Shree Shivaji Arts, Commerce and Science College, Rajura, Chandrapur – 442905
(Second Cycle)
",,
"Nagpur Shikshan Mandal's Shrimati Binzani Mahila Mahavidyalaya, Nagpur – 440032 
(Third Cycle)
",,
"Dr. D. Y. Patil Vidya Pratishthan Society’s Dr. D. Y. Patil Arts, Commerce and Science College, Akurdi, Pune – 411044 
(First Cycle)
",,
"Adarsh Vidya Prasarak Sanstha's Adarsh College of Arts and Commerce, Kulgaon, Badlapur, Thane – 421503 
(Second Cycle)
",,
"Shri Shivaji Education Society Yashwantrao Chavan College of Science, Vidyanagar, Karad,
 Satara – 415124 
(Third Cycle)
",,
"Sinhgad Technical Education Society's Sinhgad College of Nursing, Narhe, Pune – 411041 
(Second Cycle)
",,
"Jamner Taluka Education Society's Gitabai Dattatraya Mahajan Arts, Shri Kesharimal Rajmal Navlakha Commerce and Manoharseth Dhariwal Science College, Jamner, Jalgaon – 424206 
(Third Cycle)
",,
"Shri Binzani City College, Nagpur – 440009 
(Third Cycle)
",,
"Mahatma Night Degree College of Arts and Commerce, Chembur Naka, Mumbai – 400071 
(Third Cycle)
",,
"Govindrao Warjukar Arts and Commerce College, Shionagar, Nagbhid, Chandrapur – 441205 
(Third Cycle)
",,
"CHME Society's Bhonsala Military College, Rambhoomi, Nashik – 422005
(Third Cycle)
",,
"Shreemati Nathibai Damodar Thackersey College of Home Science, Pune – 411038 
(Second Cycle)
",,
"Lokmanya Tilak College of Engineering, Sector 4, Vikas Nagar, Koparkhairane, 
Navi Mumbai – 400709 
(First Cycle)
",,
"Dr. Ambedkar Institute of Management Studies and Research, Deekshabhoomi, Nagpur – 440010 
(First Cycle)
",,
"Marathwada Shikshan Prasarak Mandal's Arts, Commerce and Science College, Kille Dharur,
 Beed – 431124 
(Third Cycle)
",,
"R. S. Mundle Dharampeth Arts and Commerce College, Nagpur – 440010 
(Third Cycle)
",,
"KJ's Educational Institutes Trinity Academy of Engineering, Pisoli, Yewalewadi, Haveli, 
Pune – 411048 
(First Cycle)
",,
"Shri Ambabai Talim Sanstha’s Sanjay Bhokare Group of Institutes, Tilak Nagar, Miraj – 416414 
(First Cycle)
",,
"SKN Sinhgad College of Engineering, Korti, Pandharpur, Solapur – 413304 
(First Cycle)
",,
"School of Fashion Technology, Ambegaon, Pune – 411052 
(First Cycle) Re-assessment
",,
"The Council of Education Kolhapur Shahaji Law College, Shahupuri, Kolhapur – 416002 
(Second Cycle)
",,
"Chetana's Hazarimal Somani College of Commerce and Economics Smt. Kusumtai Chaudhari College of Arts, Bandra (East), Mumbai – 400051 
(Third Cycle)
",,
"Dattajirao Kadam Arts, Science and Commerce College, Hatkanangale, Ichalkaranji – 416115 
(Third Cycle)
",,
"Maharshi Dayanand College of Arts, Science and Commerce, Parel, Mumbai – 400012 
(Third Cycle)
",,
"Bharati Vidyapeeth’s College of Engineering, Morewadi, Kolhapur – 416013
(First Cycle)
",,
"P. R. Pote (Patil) Education and Welfare Trust's Group of Institutions, College of Engineering and Management, Amravati – 444602 
(First Cycle)
",,
"Shree Shankar Narayan Education Trust's Shankar Narayan College of Arts and Commerce, Mira-Bhayandar (E), Thane – 401105 
(Second Cycle)
",,
"Maratha Vidya Prasarak Samaj, Nashik G. M. D. Arts, B. W. Commerce and Science College, Sinnar, 
Nashik – 422103 
(Third Cycle)
",,
"Dr. D. Y. Patil Vidya Pratishtan Society's Dr. D. Y. Patil Institute of Hotel Management and Catering Technology, Tathawade, Mulshi,
 Pune – 411033 
(First Cycle)
",,
"Jaywaant Shikshan Prasarak Mandal's Imperial College of Engineering and Research, Wagholi, Pune – 412207 
(First Cycle)
",,
"S.N.J.B.’s Late Sau. Kantabai Bhavarlalji Jain College of Engineering, Neminagar, Chandwad, Nashik – 423101 
(First Cycle)
",,
"Gokhale Education Society's Parel Centre College of Education and Research, Parel, Mumbai – 400012 
(Third Cycle)
",,
"Maratha Vidya Prasarak Samaj's Arts, Commerce and Science College, Nandgaon, Nashik – 423106 
(Third Cycle)
",,
"Maharashtra Institute of Technology, Aurangabad – 431010 
(First Cycle)
",,
"St. John College of Engineering and Management, Vevoor, Palghar – 401404 
(First Cycle)
",,
"Deccan Education Society's Willingdon College, Vishrambag, Sangli – 416415 
(Second Cycle)
",,
"Mahatma Basweshwar Education Society's Mahatma Basweshwar Mahavidyalaya, Latur – 413512 
(Second Cycle)
",,
"Satya Niketan Sanstha's Adv. Manoharrao Nanasaheb Deshmukh Arts and Science College, Akole, Rajur, Ahmednagar – 422604 
(Second Cycle)
",,
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj’s New Arts, Commerce and Science College, Parner, Ahmednagar – 414302 
(Third Cycle)
",,
"Gokhale Education Society's B. Y. K. (Sinnar) College of Commerce, Nashik –  422005 
(Third Cycle)
",,
"Rayat Shikshan Sanstha's Dada Patil Mahavidyalaya, Karjat, Ahmednagar – 414402 
(Third Cycle)
",,
"Rayat Shikshan Sanstha's Rajarshi Chhatrapati Shahu College, Kolhapur – 416003 
(Third Cycle)
",,
"D. Y. Patil College of Engineering and Technology, Kasba Bawda, Kolhapur – 416006
(First Cycle)
",,
"Mahatma Gandhi Mission’s, Dr. G. Y. Pathrikar College of Computer Science and Information Technology, Aurangabad – 431003 
(Second Cycle)
",,
"Mula Education Society's Shri Dnyaneshwar Mahavidyalaya, Newasa, Ahmednagar – 414603 
(Third Cycle)
",,
"Marathwada Mitra Mandal’s College of Engineering, Karvenagar, Pune – 411052 
(First Cycle)
",,
"Shrikrishnadas Jajoo Grameen Seva Mahavidyalaya, Pipri, Wardha – 442001 
(Third Cycle)
",,
"SKN Sinhgad Institute of Technology and Science, Lonavala, Maval, Pune – 410401 
(First Cycle)
",,
"Anand Charitable Sanstha Asthi's Anandrao Dhonde Alias Babaji Mahavidyalaya, Ashti, Kada, Beed – 414202 
(Second Cycle)
",,
"Mahavir Mahavidyalaya, Kolhapur – 416003 
(Third Cycle)
",,
"Kamala College, Rajarampuri 1st Lane, 
Kolhapur – 416008 
(Third Cycle)
",,
"Rayat Shikshan Sansthan's D. P. Bhosale College, Karegaon, Satara – 415501 
(Third Cycle)
",,
"Shikshan Prasarak Mandal's Kankavli College, Vidyanagar, Kankavli, Sindhudurg – 416602 
(Third Cycle)
",,
"Maharshi Karve Stree Shikshan Sanstha's Cummins College of Engineering for Women, Karvenagar, Pune – 411052 
(Third Cycle)
",,
"Rayat Shikshan Sanstha's Mahatma Phule Mahavidyalaya, Pimpri, Pune – 411017 
(Third Cycle)
",,
"Zagdu Singh Charitable Trust's Thakur College of Engineering and Technology, Kandivali (E), Mumbai – 400101 
(First Cycle)
",,
"R. C. Patel Institute of Technology, Shirpur-Warwade, Dhule – 425405 
(First Cycle)
",,
"Kopargaon Taluka Education Society's K. J. Somaiya Arts, Commerce and Science College, Kopargaon, Ahmednagar – 423601 
(Third Cycle)
",,
"Rayat Shikshan Sanstha's Mahatma Phule Arts, Science and Commerce College, Panvel, Raigad – 410206 
(Third Cycle)
",,
"Nashik District Maratha Vidya Prasarak Samaj's Karmveer Abasaheb Alias N. M. Sonawane Arts, Commerce and Science College, Nashik – 423301 
(Third Cycle)
",,
"Maratha Vidya Prasarak Samaj, Nashik Karmveer Shantarambapu Kondaji Wavare Arts, Science and Commerce College, Nashik – 422008 
(Third Cycle)
",,
"K J Somaiya Institute of Engineering and Information Technology, Sion East, 
Mumbai – 400022 
(First Cycle)
",,
"Bharati Vidyapeeth's Matoshri Bayabai Shripatrao Kadam Kanya Mahavidyalaya, Kadegaon, 
Sangli – 415304 
(Third Cycle)
",,
"John Wilson Education Society’s Wilson College, Mumbai – 400007 
 
",,
"JSPM’s Rajarshi Shahu College of Engineering, Tathawade, Pune – 411033 
(First Cycle)
",,
"Kandivli Education Society’s B. K. Shroff College of Arts and M. H. Shroff College of Commerce, Kandivli (West), Mumbai – 400067 
(Second Cycle)
",,
"Dr. D. Y. Patil Institute of Management and Research, Pimpri, Pune – 411018 
(First Cycle)
",,
"Nutan Vidya Prasarak Mandal's Arts, Commerce and Science College, Niphad, Lasalgaon, Nashik – 422306 
 
",,
"Dr. Ambedkar College, Deekshabhoomi, 
Nagpur – 440010 
(Third Cycle)
",,
"Modern Education Society's Nowrosjee Wadia College, Pune – 411001 
(Second Cycle)
",,
"Karmaveer Bhaurao Patil Mahavidyalaya, Pandharpur – 413304
(Third Cycle)
",,
"Rayat Shikshan Sanstha's Chhatrapati Shivaji College, Satara – 415001 
(Third Cycle)
",,
"Society of our Lady of Grace Convent Pushpanjali College of Education, Vasai (W), Palghar – 401207 ",,
"Khandesh Education Society's Pratap College, Amalner, Jalgaon – 425401 
(Third Cycle)
",,
"Amar Sewa Mandal's  Kamla Nehru Mahavidyalaya, Sakkardara Chowk, Nagpur – 440009 
(Third Cycle)
",,
"Chikitsak Samuha's S. S. and L. S. Patkar College of Arts and Science and V. P. Varde College of Commerce and Economics, Goregaon (West), Mumbai – 400062 
(Third Cycle)
",,
"Smt. P. D. Hinduja Trust's K. P. B. Hinduja College of Commerce, Mumbai – 400004 
(Third Cycle)
",,
"Changu Kana Thakur Arts, Commerce and Science College, New Panvel (W), Raigad – 410206 
(Third Cycle)
",,
"Seva Mandal Education Society's Dr. Bhanuben Mahendra Nanavati College of Home Science, Matunga, Mumbai – 400019 
(Third Cycle
",,
"Shikshan Prasarak Mandali’s Sir Parashurambhau College, Pune – 411030 ",,
"Shikshana Prasarak Mandali's Ramnarain Ruia College, Matunga, Mumbai – 400019 
(Fourth Cycle)
",,
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Arts, Commerce and Science College, Ahmednagar – 414001 
(Third Cycle)
",,
"Maratha Vidya Prasarak Samaj's K. R. T. Arts, B. H. Commerce and A. M. Science College, Shivajinagar, Nashik – 422002 
(Third Cycle)
",,
"Abha Gaikwad-Patil College of Engineering, Mohgaon, Nagpur – 441108 
(First Cycle)
",,
"Annapurnadevi Vidya Prasarak Sanstha Sanchalit Late. Annasaheb Pitambar Shankar Wadile Arts College, Thalner, Shirpur-Warwade, Dhule – 425421 
(First Cycle)
",,
"Arts and Science College, Chincholi Limbaji, Kannad, Aurangabad – 431147 
(First Cycle)
",,
"Arts College, Malkapur, Akola – 444004 
(First Cycle)
",,
"Baburao Patil College of Arts and Science, Angar, Mohol, Solapur – 413214 
(First Cycle)
",,
"College of Engineering and Technology, Babhulgaon, Akola – 444104 
(First Cycle)
",,
"D. Y. Patil College of Engineering, Akurdi, Pune – 411044 
(First Cycle)
",,
"Dadasaheb Balpande College of Pharmacy, Nagpur – 440037 
(First Cycle)
",,
"Dr. D. Y. Patil Centre for Management and Research, Chikhali, Pune – 412114 
(First Cycle)
",,
"Dr. Shyamaprasad Mukherjee Arts College, Shendurjanaghat, Warud, Amravati – 444907 
(First Cycle)
",,
"DRT’s A. E. Kalsekar Degree College, Dawla Kausa, Mumbra, Mumbai – 400612 
(First Cycle)
",,
"Institute of Management and Computer Studies (IMCOST), Thane West – 400604 
(First Cycle)
",,
"K. J. Somaiya College of Engineering and Management Research, Pune – 411048 
(First Cycle)
",,
"K. K. Wagh Institute of Engineering Education and Research, Amrutdham, Panchavati, Nashik – 422003 
(First Cycle)
",,
"Late Rajkamalji Arts, Commerce and 
Smt. Sushilabai R. Bharti Science College, Arni, Yavatmal – 445103 
(First Cycle)
",,
"Lokseva Education Society’s Arts and Science College, Aurangabad – 431009 
(First Cycle)
",,
"Mahatma Gandhi Mission College of Journalism and Mass Communication, CIDCO, Aurangabad – 431003 
(First Cycle)
",,
